Theme Id,Theme Name,Defination,Keywords,Status,Objective Count,Original Statements
,,,,,,13670 | If there was good education in schools then poor children would not need to take tuition. | 0.7532
,,,,,,"13701 | Due to lack of money, children are unable to attend school. | 0.9238"
,,,,,,16497 | Children do not go to school due to financial constraints. | 0.9136
,,,,,,16682 | The first reason was not going to school due to financial condition. | 0.7455
,,,,,,"16798 | Due to lack of money, children are not being sent to school. | 0.8811"
,,,,,,16948 | The community lacks financial resources to send their children to school. | 0.7824
,,,,,,16975 | Family restrictions prevent some children from attending school. | 0.7602
,,,,,,16995 | The child's parents were saying that our child does not go to school because we do not have money. | 0.7921
,,,,,,17093 | Girls are unable to go to school due to poor financial condition of the family. | 0.8638
,,,,,,17103 | A child who cannot go to school because they do not receive financial support from their parents. | 0.7454
,,,,,,17120 | Poor families may struggle to afford things like clothes for school. | 0.6873
,,,,,,17123 | Children do not go to school due to poor financial condition of their parents. | 0.9175
,,,,,,17143 | Girls cannot go to school due to financial circumstances | 0.8116
,,,,,,17194 | Girls are unable to go to school due to poor economic conditions | 0.8047
,,,,,,17210 | Children not getting enrolled due to poverty | 0.7598
,,,,,,17276 | The child is unable to attend school regularly due to low household income. | 0.8294
,,,,,,"17338 | Due to low wages, children are unable to go to school. | 0.8853"
,,,,,,17362 | Children are unable to go to school due to financial constraints | 0.9291
,,,,,,"17379 | The community lacks money to support their children's education, including paying for school tuition fees. | 0.753"
,,,,,,"17426 | Due to financial constraints, children are not allowed to go to school. | 0.8645"
,,,,,,17439 | Problems in going to school due to poor financial condition | 0.7869
,,,,,,17527 | Children do not attend school due to lack of money. | 0.9079
,,,,,,17529 | Children are not going to school due to poor economic condition | 0.8763
,,,,,,17555 | Children do not go to school due to financial constraints | 0.9384
,,,,,,17598 | Children were unable to attend school due to poor financial condition. | 0.9199
,,,,,,17716 | Children are not going to school due to financial constraints. | 0.9287
,,,,,,17768 | There is no incentive amount after passing 10th class. | 0.4996
,,,,,,"17900 | Due to poverty, the teenager could not get her children admitted in the ninth class. | 0.7184"
,,,,,,"17911 | Due to the financial constraints of the parents, the children were not able to get admission in school. | 0.8289"
,,,,,,17917 | Children are unable to go to school due to poor financial condition. | 0.9441
,,,,,,"17959 | Due to financial constraints, children are unable to go to school. | 0.9269"
,,,,,,17960 | Cannot attend school due to financial constraints | 0.7483
,,,,,,17970 | I was unable to go to school due to lack of money. | 0.7346
,,,,,,17999 | The child did not go to school due to lack of money. | 0.8277
,,,,,,"18000 | Due to the poor financial condition of the family, the boy is unable to go to school. | 0.8373"
,,,,,,18101 | Children are unable to go to school due to lack of money | 0.9436
,,,,,,18165 | Children are unable to attend school due to financial constraints. | 0.9231
,,,,,,"18168 | Some parents are concerned about not receiving school money, which makes it difficult for their children to attend school. | 0.8349"
,,,,,,"18179 | Due to financial constraints in the family, children are unable to attend school. | 0.9052"
,,,,,,"18193 | Due to financial constraints, children are unable to attend school. | 0.9228"
,,,,,,18226 | Children are also not allowed to go to school due to lack of money. | 0.9108
,,,,,,18241 | Children are unable to go to school due to poor financial condition of the family. | 0.9305
,,,,,,"18284 | Financial difficulties – inability to afford school fees, uniforms, books, or digital devices. | 0.6621"
,,,,,,18337 | Children are unable to attend school due to poor parents who are not able to attend school due to reservation. | 0.8142
,,,,,,"18371 | Due to poverty, children are not able to get admission in school. | 0.8659"
,,,,,,"18399 | Due to financial problems at home, children are unable to attend school. | 0.8536"
,,,,,,18570 | The child is unable to attend school due to poor financial condition. | 0.8648
,,,,,,18577 | Girls are unable to go to school due to poor financial conditions. | 0.8647
,,,,,,18583 | Children are unable to attend school due to poor financial condition. | 0.9416
,,,,,,18590 | Adolescents are unable to attend school due to financial difficulties. | 0.8332
,,,,,,18602 | Financial condition is not good due to which I had to leave school. | 0.6221
,,,,,,18648 | Children are not going to school due to poor financial condition. | 0.9451
,,,,,,18733 | Lack of resources for children | 0.6074
,,,,,,"18772 | Due to poor economic conditions, children are unable to attend school regularly. | 0.8882"
,,,,,,18880 | The children are financially well off but they do not go to school. | 0.8794
,,,,,,18922 | 10 girls from Majhi Tola are not attending school because their parents cannot afford the expenses. | 0.7558
,,,,,,19046 | Some children are not allowed to go to school by their parents and are sent out to earn money. | 0.8209
,,,,,,19107 | Not getting enrolled due to poor financial condition. | 0.6534
,,,,,,"19114 | Due to financial poverty, they are not allowed to go to school. | 0.8409"
,,,,,,"19169 | Unable to afford school fees, uniforms or books is the reason why children are unable to go to school. | 0.852"
,,,,,,"19285 | Due to lack of money, children are unable to go to school. | 0.9163"
,,,,,,19312 | Fear of going to school is due to poor financial circumstances. | 0.7244
,,,,,,19321 | Girls are unable to go to school due to poor financial condition. | 0.8588
,,,,,,19381 | Children are unable to go to school due to poor financial condition. | 0.9441
,,,,,,19393 | Children are unable to attend school due to financial problems. | 0.9175
,,,,,,19460 | I don't get the money I get in school. | 0.515
,,,,,,19473 | Children do not attend school due to financial constraints. | 0.9081
,,,,,,19514 | The child is unable to go to school due to poor financial condition. | 0.871
,,,,,,"19535 | Due to poor family circumstances, the child is unable to attend school. | 0.8363"
,,,,,,19612 | Children do not go to school due to lack of money. | 0.9168
,,,,,,19693 | Children do not want to go to school due to poor financial condition. | 0.9413
,,,,,,19752 | Children do not go to school due to lack of money. | 0.9168
,,,,,,19821 | Children do not go to school because their parents' financial condition is not good. | 0.9103
,,,,,,19875 | School fees are not received from home on time. | 0.6179
,,,,,,19879 | Two girls were unable to attend school due to financial constraints. | 0.8007
,,,,,,19904 | Children are not enrolling in school due to financial conditions. | 0.9066
,,,,,,"19917 | Due to financial constraints, children are unable to go to school. | 0.9269"
,,,,,,20009 | Girls are unable to go to school due to poor financial conditions. | 0.8647
,,,,,,"20110 | The financial situation is not right, which is why children are unable to attend school. | 0.8952"
,,,,,,20192 | Children do not go to school due to financial situation | 0.9187
,,,,,,20195 | Children are not going to school due to poor financial condition. | 0.9451
,,,,,,"20218 | Due to poor financial condition of the family, the child is unable to go to school and goes to work. | 0.8344"
,,,,,,20299 | Financial constraints are preventing parents from sending their children to school. | 0.8251
,,,,,,20352 | I am unable to go to school due to lack of money | 0.706
,,,,,,20360 | Children do not go to school due to lack of money and their parents also do not support them. | 0.8866
,,,,,,"20374 | There were some people in the community who were financially poor, due to which they got their children admitted to school but did not send them to study. | 0.7906"
,,,,,,"20382 | The school had asked for Rs 300 for admission, but due to lack of money, two children could not be admitted. | 0.7155"
,,,,,,20437 | I don't go to school due to lack of money | 0.6818
,,,,,,20528 | Children are unable to go to school due to poor financial condition of the family. | 0.9305
,,,,,,20636 | The financial condition of the house is such that children are unable to go to school. | 0.8568
,,,,,,20664 | The adolescent girl's travel time to school and her financial situation | 0.5753
,,,,,,20670 | Children do not go to school due to financial constraints. | 0.9136
,,,,,,20705 | Co-payments are not available for children at the school. | 0.7212
,,,,,,20711 | Poor families are unable to send their girls to school due to financial constraints. They are unable to meet their girls' needs due to financial constraints. | 0.7939
,,,,,,"20719 | Financial difficulties – families struggling to afford school fees, uniforms, books, and digital devices. | 0.67"
,,,,,,20781 | Not enrolling children in Intermediate due to financial reasons | 0.7441
,,,,,,20826 | The basis for five children has not been made due to the poor. | 0.6241
,,,,,,"20899 | Due to poor economic conditions, children are unable to go to school, remain busy with household chores, and parents go to work for less money. | 0.7694"
,,,,,,21043 | Children don't even get money in school. | 0.7984
,,,,,,21134 | Girls are unable to go to school due to poor financial conditions | 0.8474
,,,,,,21142 | Girls are unable to go to school due to poor financial condition. | 0.8588
,,,,,,21548 | Children are unable to go to school due to poor financial condition of the family. | 0.9305
,,,,,,21763 | Some girls are not attending school due to financial constraints. | 0.838
,,,,,,"21777 | Due to poor financial condition, children could not go to school after 8 | 0.8731"
,,,,,,21780 | Children do not go to school due to poor financial condition of the family. | 0.9187
,,,,,,21781 | We are not getting our admission done due to lack of money. | 0.5741
,,,,,,21851 | Children are not going to school due to poor financial condition. | 0.9451
,,,,,,"21856 | Due to poor financial condition, the child is not being sent to school every day. | 0.8426"
,,,,,,"21976 | Due to poor financial condition of the family, girls are unable to go to school. | 0.8595"
,,,,,,"22215 | Some teachers are demanding money for admission, which is a significant barrier for poor families. | 0.7174"
,,,,,,"22230 | Heavy admission fees are being charged for admission of children in government schools, due to which girls there are unable to study. | 0.6056"
,,,,,,"22231 | Children who receive financial support for school may not always use it for education, and the distribution of funds can be uneven. | 0.7833"
,,,,,,22253 | Children are unable to go to school due to financial constraints. | 0.9297
,,,,,,22279 | Children are unable to attend school due to work and financial constraints. | 0.9115
,,,,,,22325 | Children do not go to school because they do not have money for pens. | 0.7512
,,,,,,22329 | Children are unable to go to school due to poor financial condition. | 0.9441
,,,,,,"22384 | Due to poor financial condition of the family, children are unable to go to school and are engaged in work. | 0.8756"
,,,,,,"22417 | Due to lack of money, children are unable to go to school. | 0.9163"
,,,,,,"22459 | Due to poverty, children are unable to go to school and the school is also very far away. | 0.8165"
,,,,,,22477 | Children are unable to go to school due to financial constraints | 0.9291
,,,,,,"22558 | Financial difficulties – families struggling to afford school fees, uniforms, books, and digital devices. | 0.67"
,,,,,,"22604 | Due to poor financial condition of the family, children face difficulties in going to school. | 0.8627"
,,,,,,22644 | Not attending school due to financial situation | 0.7389
,,,,,,"22663 | Due to lack of money, children do not have books and copies and hence are unable to go to school. | 0.8646"
,,,,,,22733 | Poor financial condition due to which children are unable to attend school after some time | 0.9225
,,,,,,"22739 | Children are unable to go to school because they are poor and cannot afford the fees and book fees, so they are unable to go. | 0.9041"
,,,,,,"22780 | The community said that due to poor economic conditions, many children do not go to school. | 0.8365"
,,,,,,"22795 | Due to poor financial condition of the family, children are unable to go to school. | 0.9315"
,,,,,,22826 | Guard private children are not able to pay fees on time due to which children are not able to study. | 0.6558
,,,,,,22828 | Girls are unable to go to school due to poor financial condition of the family. | 0.8638
,,,,,,"22872 | Poverty and lack of proper dress are also major reasons for children not attending school, highlighting the need for community support and resources. | 0.7683"
,,,,,,22878 | Unable to attend school due to financial constraints | 0.7543
,,,,,,22994 | Discussion on going to school that the child will get money only if he has 70% attendance. | 0.6682
,,,,,,23003 | Due to financial constraints they cannot go to school. | 0.8297
,,,,,,23167 | Children do not go to school due to poor financial condition. | 0.94
,,,,,,"23193 | Financial difficulties – families struggling to afford school fees, uniforms, books, and digital devices. | 0.67"
,,,,,,23200 | Children do not go to school due to poor financial condition. | 0.94
,,,,,,"23270 | Financial difficulties – families struggling to afford school fees, uniforms, books, and digital devices. | 0.67"
,,,,,,"23282 | Due to poor financial condition, girls are unable to go to school, due to which children are deprived of education. | 0.8567"
,,,,,,23315 | They are unable to attend school due to financial constraints. | 0.8549
,,,,,,23375 | Children are unable to go to school due to poor financial condition. | 0.9441
,,,,,,23461 | Aarti Devi said that there are two children who go to school but are unable to go for tuition due to poor financial condition. | 0.7129
,,,,,,23488 | Not attending school due to poor financial condition | 0.7853
,,,,,,23510 | Children are not sent to school due to lack of money. | 0.9142
,,,,,,23603 | Children do not go to school due to financial condition | 0.9268
,,,,,,23613 | Unable to attend school due to high fees. | 0.6603
,,,,,,23678 | Children are not being sent to school every day because their financial situation is poor. | 0.9041
,,,,,,"23682 | Due to financial constraints, children are not going to school. | 0.9234"
,,,,,,23695 | Fee problem in enrolling and registering in school | 0.434
,,,,,,23713 | Money is being asked for admission. | 0.4663
,,,,,,23722 | Children do not go to school due to poor financial condition. | 0.94
,,,,,,"23724 | Due to poverty, my children are unable to come to school. | 0.8345"
,,,,,,23826 | The children lacked money. | 0.6826
,,,,,,23892 | Children are unable to go to school due to lack of money from their parents | 0.9271
,,,,,,23904 | Due to handicapped child was not enrolled in school due to not getting money from time to time | 0.7615
,,,,,,24035 | Children do not go to school due to poor financial condition. | 0.94
,,,,,,24113 | If money is not received then children do not come for this reason | 0.6168
,,,,,,24165 | Children do not go to school due to poor financial condition. | 0.94
,,,,,,"24275 | Even after getting admission in school, they are not allowed to go due to lack of money. | 0.7405"
,,,,,,24278 | Girls do not go to school due to financial condition | 0.8153
,,,,,,24293 | Children are unable to go to school due to poor financial conditions | 0.9356
,,,,,,"24307 | Due to poverty, children do not go to school on time. | 0.8032"
,,,,,,24315 | Some children do not go to school because they want to earn money. | 0.8253
,,,,,,24339 | Children are unable to go to school due to poor financial conditions. | 0.948
,,,,,,24439 | Children are unable to go to school due to lack of money. | 0.9408
,,,,,,24505 | Some children want to go to school but are unable to do so due to their financial condition. | 0.9231
,,,,,,24535 | Children do not go to school due to poor financial condition. | 0.94
,,,,,,24540 | Failure to enroll in school due to financial reasons | 0.7558
,,,,,,"24551 | The parents are poor, which is why the children do not go to school. | 0.8368"
,,,,,,24594 | Children unable to enroll in school due to financial constraints | 0.9102
,,,,,,24603 | Children not being enrolled in schools due to financial constraints | 0.91
,,,,,,24620 | Not enrolling children in school due to financial reasons | 0.8667
,,,,,,24775 | Children do not go to school due to poor financial condition. | 0.94
,,,,,,"24789 | Due to the economic condition, the people of the community are not able to provide good clothes, good bags and good bags to the children, due to which the children do not go to school. | 0.6158"
,,,,,,24873 | Children do not go to school due to poor financial condition. | 0.94
,,,,,,24977 | Some girls are unable to go to school due to poor financial condition. | 0.8558
,,,,,,25068 | Children do not go to school due to poor financial condition. | 0.94
,,,,,,25100 | Children steal by doing Panchami Athmi Tax | 0.3494
,,,,,,"25209 | Due to the schools being far away, children do not go to study and especially daughters have to face more problems and in some villages even boys do not get education and they are sent to work at an early age so that they can take care of their expenses in view of the difficulties at home. | 0.7971"
,,,,,,25242 | Children are not going to school due to financial constraints. | 0.9287
,,,,,,"25260 | Financial constraints prevent children from attending private schools, which are believed to offer better job prospects. | 0.7871"
,,,,,,25264 | Children do not go to school due to poor financial condition. | 0.94
,,,,,,"25293 | Due to financial constraints, the children were not able to take admission in school. | 0.8363"
,,,,,,"25302 | Due to poor financial condition of the family, girls are unable to go to school. | 0.8595"
,,,,,,25322 | Children do not go to school due to poor financial condition of the family | 0.915
,,,,,,25703 | Children are unable to go to school due to poor financial condition | 0.9284
,,,,,,25745 | The child does not go to school due to poor financial condition | 0.8677
,,,,,,25779 | Children do not go to school due to poor financial condition. | 0.94
,,,,,,25868 | Children are not attending school due to poor financial condition and lack of support from their parents. | 0.9133
,,,,,,"25888 | Due to poor financial condition, children do not go to school every day. | 0.8759"
,,,,,,"25897 | Due to poor financial condition, children do not go to school every day. | 0.8759"
,,,,,,25928 | Children are not allowed to go to school due to lack of money. | 0.9297
,,,,,,25937 | Children are unable to attend school after some time due to financial constraints. | 0.9084
,,,,,,"26086 | Due to poverty, lack of good dress, school being far away, negligence of parents, reasons for children to be in a hurry | 0.616"
,,,,,,26149 | Uneducated girls face difficulties in managing household finances and traveling outside. | 0.606
,,,,,,26175 | Some children want to go to school but are unable to do so due to financial conditions. | 0.9301
,,,,,,"26288 | Due to poor financial condition, some children do not go to school and work in small shops. | 0.8157"
,,,,,,26300 | Not sending children to school due to poor financial condition of the family | 0.8493
,,,,,,26380 | Girls are unable to go to school due to poor financial conditions. | 0.8647
,,,,,,26401 | Children do not go to school because their parents are not financially well off. | 0.8918
,,,,,,26407 | Children are not going to school because their parents are not financially sound. | 0.8965
,,,,,,26454 | Girls are unable to go to school due to poor financial condition of the family. | 0.8638
,,,,,,"26492 | Financial difficulties – families struggling to afford school fees, uniforms, books, and digital devices. | 0.67"
,,,,,,26675 | Children are not going to school due to financial situation. | 0.9307
,,,,,,26677 | The community lacks money to send their children to school. | 0.7825
,,,,,,26684 | I don't go to school due to lack of money. | 0.6788
,,,,,,26704 | Boys do not go to school due to poor financial condition of the family. | 0.8608
,,,,,,26713 | Children do not go to school due to financial constraints. | 0.9136
,,,,,,26715 | Girls are unable to go to school due to poor financial condition of the family. | 0.8638
,,,,,,26752 | Some girls are unable to enroll in school due to their poor financial situation. | 0.8507
,,,,,,26778 | Girls are unable to go to school due to poor financial conditions. | 0.8647
,,,,,,"26785 | Financial problems – families find it difficult to afford school fees, uniforms, books and digital devices. | 0.6689"
,,,,,,"26823 | Due to poor financial condition, children are not sent to school. | 0.9355"
,,,,,,26834 | Unable to attend school during the pandemic because the school does not have a post bank | 0.5981
,,,,,,26856 | Full money will also be given to the handicapped children in the school. | 0.6703
,,,,,,26964 | Children are not attending school due to poor housing conditions | 0.831
,,,,,,"27181 | The community said that the situation was bad earlier, due to which many teenagers could not complete their studies. Now, due to the poor financial condition, all the children of the community go to school. There is a school nearby. Due to some people's financial condition, they even get their children enrolled in two coaching classes. | 0.751"
,,,,,,"27195 | Due to poor financial condition, some children do not go to school and there are some children who are completing their studies. | 0.9176"
,,,,,,"27224 | Due to low percentage of the child, there is difficulty in getting admission in school. | 0.7143"
,,,,,,"27364 | Mini School will happen, you will pay your child | 0.6006"
,,,,,,27463 | Not attending school due to poor financial condition | 0.7853
,,,,,,27464 | Children were not sent to school due to poor financial condition. | 0.8988
,,,,,,27507 | No wages are provided to the community members. | 0.4232
,,,,,,27562 | Where are the other children who go to study and the children do not have loans due to which they do not go to school due to lack of money and their mother does not go. | 0.781
,,,,,,"27613 | Due to the poor financial condition of the family, children are not able to go to school. | 0.9448"
,,,,,,27623 | Children are unable to attend school due to poor financial conditions. | 0.9445
,,,,,,27704 | Challenges of not having sufficient amount of fees for their admission | 0.4881
,,,,,,"27755 | Due to lack of roads, children were not able to study as their breakfast was spoiled. | 0.6238"
,,,,,,"27842 | Due to low wages, children are not sent to school. | 0.8487"
,,,,,,"27894 | Due to lack of money, children are unable to go to school. | 0.9163"
,,,,,,27985 | Children do not go to school due to poor financial condition. | 0.94
,,,,,,"28109 | There is no money, so children do not go to school. | 0.8535"
,,,,,,28112 | Children do not go to school because of money. | 0.8869
,,,,,,28131 | There are many children who do not go to school due to lack of money. | 0.9016
,,,,,,"28140 | Due to lack of money, children from poor families do not go to school because their needs for education cannot be met. | 0.8839"
,,,,,,28148 | Incorrect fees charged by the school lead to delayed admissions and negatively impact children’s education. | 0.4997
,,,,,,28352 | Children are unable to go to school due to poor financial condition. | 0.9441
,,,,,,"28386 | Due to financial constraints, children are unable to take admission in school. | 0.8754"
,,,,,,"28412 | Due to financial constraints, admission in the school could not be done. Along with studying in the school, the tuition fees are also low. | 0.6513"
,,,,,,29429 | Children do not go to school due to lack of money. | 0.9168
,,,,,,"29446 | Due to lack of money, children do not go to school. | 0.8979"
,,,,,,29582 | The child is not going to school due to lack of money. | 0.8572
,,,,,,"29646 | Due to financial constraints, children are not able to go to school. | 0.9326"
,,,,,,29700 | Not attending school due to poor financial condition | 0.7853
,,,,,,29773 | Children are not going to school due to poor financial condition. | 0.9451
,,,,,,29825 | Some children are not born with money. | 0.6669
,,,,,,30027 | Children not going to school due to poor financial condition | 0.9328
,,,,,,30154 | A boy could not get admission in school due to not having parents. | 0.7341
,,,,,,30190 | Children do not go to school because their financial condition is not good. | 0.9317
,,,,,,"30234 | Due to financial constraints at home, children are older than school age and cannot attend school. | 0.7858"
,,,,,,30237 | permit | 0.137
,,,,,,"30249 | Due to the poor financial condition of the parents of the children, or even if they do not have any, they are not able to get admission in the school. | 0.8223"
,,,,,,30333 | Children are not getting money in school. | 0.8573
,,,,,,30363 | 10 children did not receive incentive money. | 0.618
,,,,,,30442 | 1 girl is not going to school due to poor financial condition | 0.7773
,,,,,,30443 | The school has not received the incentive amount. | 0.6416
,,,,,,30446 | Incentive amount not received from school | 0.5423
,,,,,,"30481 | There is also a shortage of this, which deprives children from going to the nearest school | 0.7377"
,,,,,,"30519 | Due to lack of bank account, admission in school is not possible. | 0.6285"
,,,,,,30546 | Children are also deprived of school due to financial constraints | 0.9175
,,,,,,30598 | Teenagers are not attending school due to financial constraints | 0.8294
,,,,,,"30630 | Due to the distance of schools, children are unable to reach them and due to poverty, they are unable to attend school properly. | 0.8105"
,,,,,,30672 | The school is asking for money for admission. | 0.5406
,,,,,,"30719 | Due to wages, children are not going to school. | 0.8529"
,,,,,,30806 | 5 children do not go to school due to lack of money. | 0.857
,,,,,,30841 | Children are unable to attend school due to poor financial condition of the family. | 0.9247
,,,,,,"30850 | There was no earning head in the house, community members said. | 0.2992"
,,,,,,"30913 | Due to the failure of the move, the children did not take further admission. | 0.555"
,,,,,,"30977 | Due to the poor financial condition of the parents of the children, they are being deprived of going to school. | 0.9015"
,,,,,,30995 | Sisters told that their children do not get money in school. | 0.7437
,,,,,,"31003 | Due to the poor financial condition of the parents of the children, their children are not able to get admission in the school. | 0.8645"
,,,,,,"31026 | Due to financial constraints, children are not able to go to school. | 0.9326"
,,,,,,31183 | Children are not able to get admission in school because they do not have the required house tax. | 0.8058
,,,,,,31313 | Incentive amount not received | 0.2082
,,,,,,"31389 | In rural areas, children are not attending school due to poverty and parental neglect; children whose fathers are disabled are also not attending school; children are also not attending school due to financial or emotional reasons. | 0.738"
,,,,,,31481 | The child is unable to go to school due to his financial condition. | 0.8401
,,,,,,31487 | Talked to parents and found out who does not go to school due to financial condition of their family or family problems | 0.7888
,,,,,,31551 | Children are not going to school due to financial constraints. | 0.9287
,,,,,,31648 | Problems during admission | 0.3449
,,,,,,31692 | Financial constraints prevent children from attending school. | 0.8651
,,,,,,"31750 | Due to lack of money, children are unable to attend school. | 0.9238"
,,,,,,31793 | Children are not able to sleep due to the economic situation. | 0.6281
,,,,,,"31796 | Due to the poor financial condition of the parents of the children and their poverty, the children are not able to get enrolled in the school. | 0.894"
,,,,,,"31806 | The children are not receiving money for attending school, which is a major motivator for their families. | 0.8539"
,,,,,,"31820 | Due to the poor financial condition of the parents of the children, they are not able to get admission in the school. | 0.8334"
,,,,,,31862 | Parents did not enroll in school due to lack of money | 0.8346
,,,,,,"31876 | Due to financial constraints, boys and girls are unable to go to school. | 0.8612"
,,,,,,31927 | Some children are not going to school due to shortage | 0.8102
,,,,,,31974 | Children are not attending school regularly and are engaged in household chores; parents lack education and are poor. | 0.7358
,,,,,,32004 | Children are unable to go to school due to financial constraints. | 0.9297
,,,,,,32022 | Children are also not going to school due to financial condition. | 0.9436
,,,,,,"32026 | Due to poor financial condition, these children are not going to school. | 0.9355"
,,,,,,32097 | Children could not go to school due to financial problems and behind the work | 0.8636
,,,,,,"32233 | Due to financial constraints, children are unable to go to school. There are so many problems at home due to which we are unable to raise money for education and because of this we are deprived of education. There is also the problem of unemployment at home due to which children are unable to study and the size of the family is also big due to which children are unable to study. | 0.7816"
,,,,,,32535 | The child is not able to get the money because the account has not been opened. | 0.5185
,,,,,,32548 | Bid for getting admission in school | 0.4626
,,,,,,32636 | Children are unable to go to school due to lack of money. | 0.9408
,,,,,,32799 | Parents do not allow their children to go to school due to lack of money | 0.8985
,,,,,,32809 | Children are not going to school due to financial constraints. | 0.9287
,,,,,,32826 | The child is unable to attend school due to financial constraints | 0.8513
,,,,,,"32833 | Due to financial constraints, students are not going to school. | 0.8591"
,,,,,,"32834 | Due to the poor financial condition of the parents of the children, they are not able to get admission in school and the children are not able to go to school. | 0.8924"
,,,,,,"32841 | Due to the poor financial condition of the parents of the children, they are not able to get admission in school. | 0.8479"
,,,,,,32849 | Children are unable to attend school due to financial constraints. | 0.9231
,,,,,,32858 | Children are not going to school due to financial constraints | 0.9398
,,,,,,32869 | Children do not go to school due to economic conditions | 0.8779
,,,,,,32897 | Prevents poor children from going to school | 0.8453
,,,,,,32915 | Enrollment is not taking place due to financial constraints. | 0.6368
,,,,,,32940 | I was unable to teach because of my poor health. | 0.4598
,,,,,,"32978 | The rural people say that due to not getting scholarship, my children are not able to go to school. | 0.7635"
,,,,,,"33009 | Due to lack of awareness about education and poor financial condition, children are not going to school. | 0.8816"
,,,,,,"33058 | Due to the children's weak condition, they are unable to get admission in school. | 0.7614"
,,,,,,"33086 | The financial condition of the girls affects their ability to attend school, leading to laziness and a lack of motivation. | 0.7431"
,,,,,,33100 | Incentive amount not received | 0.2082
,,,,,,"33193 | Private schools are busy looting the common people by demanding money for further admission as children move to different classes, making it difficult for them to study in good schools. | 0.5915"
,,,,,,"33321 | Children can't go to school due to financial constraints, unemployment, and family oversight. | 0.8642"
,,,,,,33327 | Three children were not admitted to the ninth grade due to lack of money. | 0.7351
,,,,,,"33346 | Due to the school being far away, small children are unable to go to school, hence their attendance is low and they do not get any government benefits. | 0.794"
,,,,,,"33417 | The first problem was child labor. Children are not going to study due to wheat harvesting, which can lead to their enrollment being cancelled and them being deprived of education and government benefits. | 0.6615"
,,,,,,33489 | Three children are unable to go to school due to financial condition | 0.8599
,,,,,,33550 | I was unable to teach due to poor health. | 0.4854
,,,,,,"33717 | Due to the poor financial condition of the parents of the children, they are not able to get admission in school. | 0.8479"
,,,,,,"33730 | Due to low income, children are not sent to school. | 0.8662"
,,,,,,33830 | I have not received any incentive after passing 10th class. | 0.4494
,,,,,,33849 | The school has not received the incentive amount. | 0.6416
,,,,,,33877 | Children are not going to school due to poor financial condition. | 0.9451
,,,,,,33937 | The financial condition of the parents of the children is not good due to which the children are not able to get themselves enrolled in school because they do not have money. | 0.8908
,,,,,,"34187 | Due to poor financial condition, boys and girls are not going to school. | 0.8843"
,,,,,,34285 | Some children could not get admission in the ninth class due to lack of money of their parents. | 0.8046
,,,,,,"34503 | Parents lack education, are poor, children are engaged in household chores, farming, and are not attending school regularly. | 0.6826"
,,,,,,34521 | Children not enrolled in school due to financial constraints | 0.9206
,,,,,,34535 | Children not enrolling in school due to poor economic conditions | 0.8813
,,,,,,"34559 | School is not profitable, that is why children do not go to school. | 0.7055"
,,,,,,34686 | Children deprived of school admission due to poor parents | 0.8141
,,,,,,34690 | Children do not go to school due to financial constraints. | 0.9136
,,,,,,"34718 | The parents of the children say that I do not have money, that is why we will not get them admitted in class 9th, we will get them admitted when we can. | 0.7404"
,,,,,,"34779 | The children's parents' financial situation is poor, which is why they can't enroll their children in school because they don't have the money. | 0.8752"
,,,,,,34803 | Children are unable to go to school due to financial constraints | 0.9291
,,,,,,34821 | Children are not going to school due to poor conditions | 0.88
,,,,,,34830 | Children are not going to school because of their poor financial condition. | 0.9563
,,,,,,34871 | Children are not going to school due to poor financial condition. | 0.9451
,,,,,,34952 | Many children are unable to attend school due to poor family financial circumstances. | 0.9242
,,,,,,35035 | Some children are expelled due to poor financial condition of the family. | 0.7541
,,,,,,35037 | Incentive amount not received | 0.2082
,,,,,,35112 | Incentive amount has not been received. | 0.2977
,,,,,,"35115 | Due to poor financial condition of the family, children are unable to get education and have to go to work at an early age. | 0.8225"
,,,,,,35141 | Children from poor families are unable to attend school or face difficulties | 0.8336
,,,,,,35155 | Children do not go to school due to financial constraints | 0.9384
,,,,,,35274 | Lack of money when enrolling children in classes | 0.8137
,,,,,,35323 | The school is also demanding money for admission | 0.6227
,,,,,,"35354 | Due to poor financial condition, we send our children to work and hence children do not go to school. | 0.8669"
,,,,,,35416 | Admission procedures are problematic. | 0.3902
,,,,,,"35674 | Due to financial constraints, children are unable to pursue education after class 8th. | 0.8077"
,,,,,,"35924 | Some children say that they never get money in school, so they do not go to school. | 0.8039"
,,,,,,35942 | They are unable to attend school due to financial constraints. | 0.8549
,,,,,,36020 | The cook in the school says that the money is not increasing. | 0.5496
,,,,,,"36072 | Due to the poor financial condition of the parents, children are unable to go to school. | 0.9396"
,,,,,,36128 | Children do not go to school due to financial constraints. | 0.9136
,,,,,,36182 | They don't have enough money to pay the school fees | 0.7156
,,,,,,"36238 | Due to poor financial condition of the family, they could not get themselves enrolled. | 0.7339"
,,,,,,"36362 | Four children, some carts, some say that my child is studying, some say that he is poor, some say and go out. | 0.5476"
,,,,,,"36383 | Due to the poor financial condition of the parents, the children are not sent to school, due to which the children are getting away from education. | 0.8866"
,,,,,,"36509 | Due to financial constraints, children are unable to pursue education after class 8th. | 0.8077"
,,,,,,36683 | He said that his financial condition is not good due to which his children are not able to go to school. | 0.766
,,,,,,36725 | One child's parents were unable to attend school due to financial difficulties. | 0.8392
