Theme Id,Theme Name,Defination,Keywords,Status,Objective Count,Original Statements
550e8400-e29b-41d4-a716-446655440002,Legal Document linked Barriers,"This theme includes responses where children are unable to enroll in school due to missing or incomplete legal documents such as Aadhaar cards, birth certificates, or identity proofs. It captures how lack of proper documentation creates administrative hurdles that keep children out of the education system.","No Aadhar card,no aadhaar,no adhar,aadhar card not made,no birth certificate,lack of Aadhar card,no ID,no id proof,no legal document,no identity proof,enrollment barriers,admission refused,adhar,aadhaar,certificate not made,document pending,lack aadhar,having aadhar,birth certificate,unable study,Aadhaar card errors,date of birth missing,name mismatch,no birth date,birth certificate pending,enrollment blocked,documents not accepted,UID not made,government ID,aadhar errors,aadhaar update,not enrolled due to document,admission refused without document,no documents for school,identity not proven,date of birth not recorded,certificate not available,proper documentation,caste certificate,residence certificate,child registration,non enrolment,wrong name",Approved,217,29294 | To help people get their Aadhar cards made | 0.7711
,,,,,,14964 | To educate girls and empower them through education | 0.9874
,,,,,,28749 | To educate girls and empower them through education | 0.9874
,,,,,,28987 | To educate girls and empower them through education | 0.9874
,,,,,,15148 | To educate girls and empower them through education | 0.9874
,,,,,,15145 | To educate adolescent girls and empower them through education | 0.9119
,,,,,,15143 | To educate girls and empower them through education | 0.9874
,,,,,,15244 | To educate girls and empower them through education | 0.9874
,,,,,,15153 | To educate girls from poor families by enrolling them in government schools where they can get scholarships and other facilities. | 0.8193
,,,,,,"5255 | To provide equal educational opportunities to underprivileged children, especially girls, and empower them through education | 0.8532"
,,,,,,16462 | To educate women about government schemes and empower them | 0.7882
,,,,,,16938 | To educate girls and empower them to fight for their rights | 0.8704
,,,,,,"15154 | To educate Dolly and empower her through education, despite the challenges faced by her family | 0.5591"
,,,,,,15322 | To empower girls from poor families by providing them access to government schools and educating them | 0.8974
,,,,,,15325 | To educate girls from poor families and encourage them to continue their education | 0.9041
,,,,,,15415 | To educate girls and empower them to achieve their goals | 0.9484
,,,,,,19202 | To educate girls and empower them through education | 0.9874
,,,,,,15572 | To educate girls and empower them to break the cycle of poverty | 0.8664
,,,,,,4241 | To educate girls and empower them through education | 0.9874
,,,,,,4080 | To educate girls and empower them through education | 0.9874
,,,,,,16027 | To educate girls and empower them | 0.9639
,,,,,,19207 | To educate illiterate women about government schemes and help them get their children educated | 0.73
,,,,,,29257 | To educate girls and empower them for a better life | 0.9454
,,,,,,40444 | To educate girls and empower them through education | 0.9874
,,,,,,40478 | To educate girls and empower them through education | 0.9874
,,,,,,40276 | To educate girls and empower them through education | 0.9874
,,,,,,40381 | To educate girls and empower them | 0.9639
,Enhancing Government School Quality and Perception,"This theme encompasses multifaceted strategies aimed at elevating the educational standards and operational effectiveness of government schools. It includes improving pedagogical practices, infrastructure, and resources, while simultaneously addressing and transforming parental perceptions to foster greater trust, involvement, and enrollment.","government schools,educational quality,parental involvement,perception change,enrollment increase,school improvement",Draft,37,17 | To improve parental involvement in government schools | 0.8132
,,,,,,68 | To improve the quality of education in government schools | 0.9155
,,,,,,"115 | To enhance the quality of education in government schools by addressing infrastructure, teaching quality, and resource issues. | 0.844"
,,,,,,120 | To address challenges in government schools and improve the quality of education | 0.8938
,,,,,,123 | To improve educational outcomes by addressing the challenges faced by government schools. | 0.8383
,,,,,,5017 | To change parents' perception of government schools | 0.8252
,,,,,,4192 | To increase enrollment in government schools by addressing parental misconceptions and improving school quality | 0.8466
,,,,,,4188 | To improve the education quality in government schools and change the mindset of parents towards government schools | 0.8868
,,,,,,4191 | To change the mindset of parents that government schools are better than private schools | 0.8233
,,,,,,41553 | To improve the quality of education in government schools and increase enrollment | 0.9225
,,,,,,4189 | To change the mindset of parents towards government schools | 0.8109
,,,,,,40962 | To improve the educational system in government schools by breaking the myth that there is no education in these schools and strengthening the system | 0.8159
,,,,,,"41189 | To improve education in government schools by providing free education, hot meals, and English medium system, and to improve drinking water and toilet facilities. | 0.788"
,,,,,,4190 | To change the mindset of parents towards government schools by showcasing their potential and successes | 0.7381
,,,,,,41289 | To improve the quality of education in government schools by increasing awareness among parents and the community about the benefits of government schools over private schools. | 0.8915
,,,,,,"28586 | To provide experiential learning opportunities to children in a government school setting, addressing the shortage of teachers and lack of time for teachers | 0.7221"
,,,,,,49014 | To increase enrollment in government schools by addressing parents | 0.8404
,,,,,,49017 | To increase enrollment in government schools by addressing parental concerns and promoting education outreach | 0.8093
,,,,,,49020 | To increase enrollment in government schools by addressing parental concerns about English language instruction | 0.7375
,,,,,,16517 | To improve the quality of education in government schools and increase enrollment | 0.9225
,,,,,,7216 | To improve the condition of the school by addressing the issues of teacher carelessness and poor food quality | 0.6737
,,,,,,4552 | To improve the quality of education in government schools and increase parental trust | 0.8802
,,,,,,"4554 | To improve the quality of education in government schools and increase enrollment by addressing the challenges of poverty, parental mindset, and teacher shortage. | 0.9181"
,,,,,,4186 | To improve the education system in government schools and increase parental involvement | 0.8694
,,,,,,16844 | To improve the quality of education in government schools in Harisandra | 0.7721
,,,,,,4185 | To increase enrollment in government schools by addressing the lack of interest among parents and children | 0.8219
,,,,,,27983 | To improve the quality of education in government schools by involving local women and addressing the issue of lack of teachers | 0.8072
,,,,,,19201 | To enhance the quality of education in government schools by creating reading corners and increasing community involvement | 0.8231
,,,,,,16115 | To increase the number of children in government schools by improving learning outcomes | 0.8589
,,,,,,17597 | To improve the education system in government schools by ensuring teachers are present and monitoring students | 0.7999
,,,,,,16344 | To improve the quality of education in government schools and change people's perceptions about it | 0.8879
,,,,,,13850 | To improve the quality of government schools and increase parental trust | 0.8768
,,,,,,4550 | To improve the quality of education in government schools and increase parental trust | 0.8802
,,,,,,29273 | To improve registration in a government school by addressing the reasons behind low enrollment | 0.7291
,,,,,,40446 | To improve the quality of education in government schools by making people aware of the benefits of government schools over private schools | 0.8782
,,,,,,40447 | To improve the education system in government schools by raising awareness about the benefits of government schools over private schools | 0.8525
,,,,,,29625 | To improve the overall educational experience by addressing the issues with eating and drinking facilities in schools | 0.6087
,Establishing Dedicated Children's Reading Spaces,"This theme encompasses initiatives aimed at creating specific physical environments, whether in public community spaces or within individual homes, dedicated to fostering children's reading habits. The objective is to provide accessible and conducive settings that promote literacy development, educational engagement, and a love for reading among young individuals.","reading spaces,children's literacy,home reading corners,community reading areas,educational environments",Draft,36,12518 | To create a designated reading space for children in our town | 0.9647
,,,,,,12046 | To create a designated reading space for children in every home in the town | 0.998
,,,,,,13188 | To create a designated reading space for children in every home in the town | 0.998
,,,,,,13239 | To create a designated reading space or reading corner for children in every home in the town | 0.958
,,,,,,13230 | To create a designated reading space for children in every home in the town | 0.998
,,,,,,13242 | To create a designated reading space for children in every home in the town | 0.998
,,,,,,12510 | To create a designated reading space for children in our town | 0.9647
,,,,,,"12093 | To create a dedicated space for children to read and write in their homes, promoting literacy and education in the village | 0.803"
,,,,,,13261 | To create a designated reading space or reading corner for children in every home in the town | 0.958
,,,,,,"12505 | To create a designated reading space for children in the village, promoting education and literacy. | 0.8353"
,,,,,,13264 | To create a designated reading space for children in every home in the town | 0.998
,,,,,,12514 | To create a designated reading space for children in our town | 0.9647
,,,,,,15516 | To create a designated reading space for children in every home in the town | 0.998
,,,,,,12142 | To create a designated reading space for children in every home in the town | 0.998
,,,,,,13707 | To create a designated reading space for children in every home in the town | 0.998
,,,,,,14398 | To create a designated reading space for children in every home in the town | 0.998
,,,,,,12131 | To create a designated reading space or reading corner for children in every home in the town | 0.958
,,,,,,12139 | To create a designated reading space for children in every home in our town | 0.9913
,,,,,,15524 | To create a designated reading space or reading corner for children in every home in the town | 0.958
,,,,,,14416 | To create a designated reading space for children in every home in the town | 0.998
,,,,,,14423 | To create a designated reading space for children in every home in the town | 0.998
,,,,,,14418 | To create a designated reading space for children in every home in the town | 0.998
,,,,,,14485 | To create a designated reading space for children in every home in the town | 0.998
,,,,,,14493 | To create a designated reading space for children in every home in the town | 0.998
,,,,,,14419 | To create a designated reading space for children in every home in the town | 0.998
,,,,,,13735 | To create a designated reading space for children in every home in the town | 0.998
,,,,,,15525 | To create a designated reading space for children in every home in the town | 0.998
,,,,,,14395 | To create a designated reading space for children in every home in the town | 0.998
,,,,,,14400 | To create a designated reading space for children in every home in the town | 0.998
,,,,,,14406 | To create a designated reading space for children in every home in the town | 0.998
,,,,,,14424 | To create a designated reading space for children in every home in the town | 0.998
,,,,,,14480 | To create a designated reading space for children in every home in the town | 0.998
,,,,,,14490 | To create a designated reading space for children in every home in the town | 0.998
,,,,,,13725 | To create a designated reading space for children in every home in the town | 0.998
,,,,,,14420 | To create a designated reading space for children in every home in the town | 0.998
,,,,,,14487 | To create a designated reading space for children in every home in the town | 0.998
,Enhancing Foundational Language and Communication Skills,"This theme encompasses initiatives aimed at improving core literacy, oral communication, and pronunciation abilities across diverse student populations, including those facing language barriers, special needs, or specific grade levels. It focuses on developing foundational language proficiency and confidence in its application, particularly in spoken and written forms, to foster overall academic and personal growth.","literacy,language skills,communication,pronunciation,foundational learning,student development,inclusive education",Draft,36,129 | To help students overcome mother tongue interference and improve their pronunciation | 0.6015
,,,,,,16 | To improve literacy skills of Grade 3-5 students | 0.8112
,,,,,,23 | Improve literacy skills of students in grades 3-5 | 0.7553
,,,,,,155 | To improve the English language skills of rural students and increase their confidence in using the language | 0.7204
,,,,,,24 | To improve students' confidence in public speaking | 0.5506
,,,,,,107 | Complete micro improvement project | 0.1838
,,,,,,147 | To improve English language skills of students in a multilingual classroom by implementing Foundational Literacy and Numeracy (FLN) activities. | 0.6644
,,,,,,156 | To improve English language skills among rural students by making learning fun and interactive | 0.6823
,,,,,,38 | To create an inclusive learning environment for students with disabilities | 0.4917
,,,,,,42 | Improve English speaking skills of students | 0.6792
,,,,,,102 | Improving student communication skills | 0.6727
,,,,,,145 | To improve literacy and numeracy skills among students | 0.6468
,,,,,,"150 | To improve the learning experience of students by addressing language barriers, supporting children with special needs, and creating an interactive classroom environment | 0.6712"
,,,,,,3722 | To create a detailed report on the micro improvement project | 0.2268
,,,,,,3208 | To improve the reading and writing skills of government school children through engaging activities and sessions | 0.7916
,,,,,,3220 | To improve the quality of education for children from government schools through regular reading and writing sessions | 0.7515
,,,,,,28663 | To enhance literacy and numeracy skills among children who have not achieved basic skills due to language barriers and lack of attendance | 0.7361
,,,,,,14918 | To improve language skills in BPL students by educating their parents and involving the community | 0.7133
,,,,,,28621 | To improve literacy and numeracy among students at GHPS Purnapur by engaging parents and using activity-based learning methods | 0.6371
,,,,,,28694 | To improve children's writing skills by organizing an essay competition and providing awareness and information about writing skills | 0.7412
,,,,,,3694 | To improve English skills and overall development of underprivileged children through interactive activities | 0.7353
,,,,,,28696 | To improve the writing skills of children by organizing an essay competition and providing them with topics to write about | 0.7122
,,,,,,28705 | To improve language skills among students in BPS Gokul School by addressing grammar and sentence issues | 0.6758
,,,,,,28719 | To improve the academic performance of migrant children by addressing the language barrier and promoting inclusive learning | 0.6295
,,,,,,28739 | To improve writing skills and knowledge of children | 0.8399
,,,,,,28738 | To improve writing skills and knowledge in understanding and writing among students | 0.7372
,,,,,,28740 | To improve drawing skills and knowledge among children | 0.6154
,,,,,,28746 | To improve writing skills and knowledge among children | 0.8298
,,,,,,28747 | To improve writing skills and knowledge of children in understanding and writing | 0.8269
,,,,,,28974 | To improve homework completion among children in Mattikere by providing support and guidance | 0.596
,,,,,,19538 | To improve the Hindi writing skills of children up to 5th grade by correcting their spelling daily and providing homework | 0.7797
,,,,,,3913 | To enhance the education system by teaching drawing and reading to children in the village | 0.6695
,,,,,,23676 | To improve the quality of education in Harisandra by increasing children's interest in reading and writing | 0.7322
,,,,,,28919 | To improve writing skills of children by practicing on the blackboard | 0.6967
,,,,,,28920 | To enhance writing skills of children by practicing on the blackboard with the help of old students | 0.6959
,,,,,,28930 | To help students overcome language barriers and improve their English speaking skills | 0.727
,Environmental Health and Hygiene Improvement,"This theme encompasses initiatives aimed at enhancing the physical environment's cleanliness, sanitation, and overall healthfulness, particularly within educational settings and surrounding communities. It focuses on improving infrastructure for hygiene, promoting awareness of health and sanitation practices, and fostering a sense of responsibility for environmental upkeep to positively impact well-being and attendance.","hygiene,sanitation,cleanliness,health,environment,school,awareness,infrastructure,well-being",Draft,35,"36 | To enhance hygiene and sanitation in the school by ensuring well-maintained restrooms, installing additional handwashing stations, and promoting hygiene awareness among students and staff. | 0.8206"
,,,,,,3210 | To improve the condition of the washrooms | 0.5455
,,,,,,4743 | To improve the overall cleanliness and infrastructure of the village and school | 0.8605
,,,,,,41560 | To make children aware of the importance of cleanliness and its impact on their health and well-being | 0.849
,,,,,,40566 | To educate children about the importance of cleanliness and its impact on their health and well-being | 0.8722
,,,,,,3835 | To address the lack of trees around the school by planting new ones | 0.6254
,,,,,,40737 | To improve school attendance and cleanliness among children by creating awareness about education and its importance | 0.8316
,,,,,,"40958 | To educate people about the importance of health, hygiene, and education through interactive activities like skits, mime, and cleaning activities. | 0.6884"
,,,,,,41093 | To improve school sanitation by providing a dustbin for children to throw garbage | 0.7589
,,,,,,41164 | To create awareness about cleanliness among children and educate them on its importance for their health and well-being | 0.8666
,,,,,,"15378 | To improve the cleanliness and aesthetic appeal of the school, thereby increasing student enrollment and attendance, and inspiring alumni to contribute to the school's development | 0.7255"
,,,,,,41518 | To improve education and awareness among children and their parents about the importance of education and cleanliness | 0.8336
,,,,,,48931 | To provide a clean and safe environment for children to learn and grow | 0.7942
,,,,,,23893 | To solve the garbage problem in front of the school by raising awareness among students and arranging garbage bins | 0.6982
,,,,,,4702 | To create a clean and healthy environment around the school by properly disposing of garbage | 0.8092
,,,,,,3760 | To create awareness about waste management and cleanliness in the school community | 0.8509
,,,,,,3820 | To improve school hygiene by implementing rules and raising awareness among students and staff | 0.778
,,,,,,7442 | To improve the cleanliness and greenery around the school by planting trees and maintaining the campus | 0.7622
,,,,,,8517 | To educate children about the importance of cleanliness and hygiene | 0.8761
,,,,,,"22731 | To solve the challenge of preserving, protecting, and nourishing the environment by planting saplings and taking care of them. | 0.3991"
,,,,,,3831 | To improve the cleanliness of the school by organizing a cleanliness drive | 0.8916
,,,,,,7437 | To keep the environment around the school clean by planting greenery | 0.7906
,,,,,,7440 | To improve environmental cleanliness around the school by discussing with women of the education center and planting trees | 0.8115
,,,,,,17311 | To solve the problem of dirt | 0.4991
,,,,,,9588 | To improve the cleanliness of the school environment by advising and involving the school community. | 0.8827
,,,,,,3836 | To create awareness about cleanliness in the village | 0.7829
,,,,,,3765 | To address the lack of plants in the school premises by involving women members and school children in a tree-planting program | 0.5813
,,,,,,13889 | To educate children about the importance of cleanliness and help them develop good habits | 0.9062
,,,,,,3735 | To solve the problem of lack of cleanliness in the school by working together as a community | 0.8802
,,,,,,3816 | To create awareness about cleanliness and maintain it in the village and school premises | 0.9078
,,,,,,10209 | To keep the environment around the school clean and green | 0.7899
,,,,,,3766 | To create awareness about the importance of cleanliness in the school and community | 0.9186
,,,,,,"29270 | To improve school cleanliness, discipline, and learning among children by engaging the community and parents | 0.8399"
,,,,,,30007 | To solve the toilet problem in school by encouraging villagers to take action | 0.6776
,,,,,,29624 | To improve cleanliness and hygiene in schools by educating children on the importance of cleanliness and providing them with good food and drink | 0.8895
,Enhancing Children's Educational Engagement Through Home-Based Practice and Community Support,"This theme encompasses initiatives aimed at improving children's educational outcomes by fostering consistent practice and engagement outside of formal schooling. It emphasizes the critical role of parental involvement, community support structures, and the creation of conducive home environments, including addressing practical barriers like electricity access, to cultivate a stronger interest and improved concentration in learning.","home practice,parental involvement,community support,educational engagement,children's learning,conducive environment,practice reinforcement",Draft,35,28681 | To improve education by encouraging children to practice at home and creating a supportive community environment | 0.9209
,,,,,,28700 | To create awareness among parents about the importance of practicing at home and to involve them in creating a conducive environment for children to practice | 0.8318
,,,,,,40769 | To improve education in the community by addressing the electricity problem at home. | 0.6521
,,,,,,41199 | To increase children's interest in education by providing them with lectures at home and involving young people with degrees in the process | 0.7903
,,,,,,"21987 | To improve the concentration of children through yoga, thereby enhancing their overall physical and mental well-being. | 0.6209"
,,,,,,10010 | To create awareness about yoga among children | 0.5861
,,,,,,15832 | To educate children about yoga | 0.6962
,,,,,,4758 | To educate children about yoga and meditation | 0.704
,,,,,,10223 | To educate children about yoga and its benefits | 0.6779
,,,,,,10163 | To make children practice yoga at home | 0.759
,,,,,,28854 | To encourage children to practice at home by creating awareness among parents | 0.881
,,,,,,28858 | To improve childrens education by encouraging practice at home | 0.923
,,,,,,28859 | To encourage children to practice at home by discussing education with parents and providing support through a self-help group. | 0.8786
,,,,,,28862 | To encourage children to practice at home by engaging with parents and the community | 0.9046
,,,,,,28863 | To improve education by encouraging children to practice at home | 0.9432
,,,,,,28867 | To encourage children to practice at home | 0.9096
,,,,,,28868 | To encourage children to practice at home by educating parents about the importance of education. | 0.914
,,,,,,28871 | To improve children's education at home | 0.8769
,,,,,,28872 | To improve children's education by encouraging parents to provide a supportive environment for practicing at home | 0.9249
,,,,,,28873 | To encourage children to practice at home by discussing education with parents and guardians under the Education umbrella | 0.9001
,,,,,,28874 | To improve children's education by encouraging them to practice at home | 0.9439
,,,,,,28876 | To encourage parents to pay attention to their children's education and ensure they practice at home | 0.9014
,,,,,,28878 | To improve children's education by ensuring they practice at home | 0.9286
,,,,,,28880 | To encourage children to practice at home and improve their educational outcomes | 0.9397
,,,,,,28881 | To improve education by encouraging children to practice at home with the help of community support | 0.8803
,,,,,,28882 | To improve education for children of shepherds by discussing education with patrons and providing a space for children to practice at home | 0.7239
,,,,,,28887 | To improve education by encouraging children to practice at home | 0.9432
,,,,,,28895 | To improve children's learning at home | 0.8638
,,,,,,28900 | To improve children's education by providing support and resources to help them practice at home | 0.9023
,,,,,,4545 | To improve the educational outcomes of children by addressing the issues caused by an unhealthy home environment through private counselling sessions for parents and children. | 0.6742
,,,,,,"14243 | To enhance students' understanding of classroom lessons by providing a supportive peer-study environment, addressing the challenge of limited time for doubt clarification and lack of extra learning support at home. | 0.608"
,,,,,,15538 | To introduce yoga to children and promote their physical and mental well-being | 0.6354
,,,,,,28452 | To educate children at home by empowering women who have studied | 0.7542
,,,,,,29684 | To improve English learning among children in the village by creating a home tutoring program | 0.6537
,,,,,,31924 | To create a learning environment in homes and encourage parents to take an active role in their children's education | 0.8159
,Enhancing Child Safety and Protection in Educational Settings,"This theme encompasses initiatives and strategies aimed at improving the safety and protection of children within school environments. It includes direct interventions, policy advocacy, and collaborative efforts with governmental bodies and specialized commissions to ensure a secure and supportive educational experience for all students.","child safety,child protection,schools,educational settings,policy advocacy,governmental collaboration",Draft,34,108 | To implement a dog adoption program in the police station to support survivors of sexual violence | 0.4201
,,,,,,29219 | To strengthen child safety and protection in schools in Karnataka | 0.9848
,,,,,,29207 | To strengthen child safety and protection in schools in Karnataka by writing a request letter to the Commissioner of Social Welfare Department | 0.8986
,,,,,,29200 | To strengthen child safety and protection in schools in Karnataka | 0.9848
,,,,,,29217 | To strengthen child safety and protection in schools in Karnataka by writing a request letter to the Home Affairs Minister Dr. G. Parameshwar | 0.8703
,,,,,,29201 | To strengthen child safety and protection in schools in Karnataka by requesting the Minister of Primary and Secondary Education to take necessary actions | 0.9341
,,,,,,29151 | To strengthen child safety and protection in schools in Karnataka | 0.9848
,,,,,,29152 | To strengthen child safety and protection in schools in Karnataka | 0.9848
,,,,,,29153 | To strengthen child safety and protection in schools in Karnataka | 0.9848
,,,,,,29154 | To strengthen child safety and protection in schools in Karnataka | 0.9848
,,,,,,29202 | To strengthen child safety and protection in schools in Karnataka by working with the Women and Child Welfare Department | 0.9321
,,,,,,29155 | To strengthen child safety and protection in schools in Karnataka | 0.9848
,,,,,,29156 | To strengthen child safety and protection in schools across Karnataka by collaborating with the Karnataka State Commission for Protection of Child Rights | 0.9327
,,,,,,29157 | To strengthen child safety and protection in schools in Karnataka | 0.9848
,,,,,,29203 | To strengthen child safety and protection in schools in Karnataka by submitting a request letter to the Principal Secretary of the Department of School Education and Literacy | 0.8894
,,,,,,29158 | To strengthen child safety and protection in schools across Karnataka by collaborating with the Social Welfare Department and implementing effective measures. | 0.9278
,,,,,,29159 | To strengthen child safety and protection in schools in Karnataka by requesting the Home Affairs Minister to take necessary actions | 0.9106
,,,,,,29160 | To strengthen child safety and protection in schools in Karnataka | 0.9848
,,,,,,15988 | To strengthen child safety and protection in schools in Karnataka by raising awareness and implementing safety measures | 0.9582
,,,,,,15996 | To strengthen child safety and protection in schools in Karnataka | 0.9848
,,,,,,29204 | To strengthen child safety and protection in schools in Karnataka | 0.9848
,,,,,,16215 | To strengthen child safety and protection in schools in Karnataka by addressing the lack of measures and protocols | 0.9683
,,,,,,29205 | To strengthen child safety and protection in schools in Karnataka by writing a request letter to the Chairman of the Karnataka State Commission for Protection of Child Rights | 0.8828
,,,,,,29206 | To strengthen child safety and protection in schools in Karnataka by requesting the Social Welfare Minister to implement necessary measures | 0.931
,,,,,,32646 | To strengthen child safety and protection in schools in Karnataka by addressing the lack of safety measures and protocols | 0.965
,,,,,,32693 | To strengthen child safety and protection in schools in Karnataka by addressing the lack of safety measures and protocols | 0.965
,,,,,,32652 | To strengthen child safety and protection in schools in Karnataka by implementing measures to prevent and respond to incidents of child abuse and neglect | 0.9299
,,,,,,32687 | To strengthen child safety and protection in schools in Karnataka by addressing the main problems and implementing solutions | 0.963
,,,,,,32638 | To strengthen child safety and protection in schools across Karnataka by addressing the lack of adequate measures and protocols. | 0.9275
,,,,,,32669 | To strengthen child safety and protection in schools in Karnataka | 0.9848
,,,,,,32675 | To strengthen child safety and protection in schools in Karnataka by requesting the Social Welfare Minister to take necessary actions | 0.9162
,,,,,,32679 | To strengthen child safety and protection in schools across Karnataka through awareness and community engagement | 0.9314
,,,,,,32658 | To strengthen child safety and protection in schools in Karnataka by addressing the lack of safety measures and protocols | 0.965
,,,,,,32631 | To strengthen child safety and protection in schools across Karnataka through a request letter to the Chief Minister | 0.9269
,Facilitating Educational Access and Continuity,"This theme encompasses initiatives aimed at removing systemic and administrative barriers that prevent children from accessing or continuing their education. It focuses on ensuring essential documentation, addressing financial impediments, and overcoming social or personal circumstances that lead to school dropout or non-enrollment, thereby promoting equitable educational opportunities.","educational access,school enrollment,documentation,birth certificates,transfer certificates,dropout prevention,educational continuity",Draft,31,4091 | To increase access to education for girls by addressing the issue of missing birth certificates | 0.8058
,,,,,,40580 | To improve education by obtaining necessary documents for school enrollment | 0.794
,,,,,,"40582 | To help Kirti get a birth certificate, which is essential for accessing government schemes and benefits. | 0.6152"
,,,,,,"40595 | To encourage parents to obtain birth certificates for their children, addressing the issue of lack of birth certificates among children in the community | 0.7553"
,,,,,,40674 | To re-enroll children who dropped out of school due to domestic reasons | 0.734
,,,,,,40858 | To enroll children in school who were not previously enrolled due to lack of information | 0.7816
,,,,,,40864 | To address the issue of schools demanding unnecessary fees for transfer certificates and ensure that students can obtain these documents without paying bribes | 0.6695
,,,,,,40915 | To enroll 15 children of Nat Tola who had left their studies midway back into school | 0.6137
,,,,,,41001 | To improve access to education for girls by addressing the issue of birth certificates | 0.8044
,,,,,,41179 | To increase awareness among parents about the importance of birth certificates for their children | 0.6737
,,,,,,"41198 | To ensure that all children, including those who fail in Class 10, are allowed to continue their education. | 0.6416"
,,,,,,41313 | To enroll children in school who were not previously enrolled | 0.7498
,,,,,,41474 | To enroll a child in a government school who was unable to do so due to not having a transfer certificate (TC) from their previous private school. | 0.7482
,,,,,,41528 | To get a birth certificate for a child from another village | 0.6314
,,,,,,41533 | To help children get birth certificates and increase school enrollment | 0.8646
,,,,,,49019 | To re-enroll children who had dropped out of school due to various reasons and provide them with access to education | 0.8198
,,,,,,28630 | To improve education by obtaining birth certificates for children without them | 0.8686
,,,,,,3798 | To address the lack of a playground in our school due to insufficient funds | 0.5154
,,,,,,"11336 | To address the issue of admission being denied due to lack of birth certificates, we aimed to find a solution that would facilitate the process and ensure all children have access to education. | 0.8398"
,,,,,,28995 | To help children get admitted to school by obtaining necessary documents | 0.8473
,,,,,,15089 | To continue education despite financial hardship and domestic work | 0.5626
,,,,,,7052 | To get birth certificates made for children and register them in school | 0.7729
,,,,,,4240 | To address the issue of poverty by providing access to education and information about government schemes | 0.5834
,,,,,,4392 | To help a student who dropped out of school return to education and understand its value | 0.6335
,,,,,,19914 | To ensure children attend school regularly and receive scholarships | 0.7361
,,,,,,17691 | To ensure all children in the village have access to education by obtaining birth certificates | 0.8407
,,,,,,4132 | To enroll two children in school who were dropped out due to lack of original documents | 0.761
,,,,,,28428 | To increase school enrollment by assisting families in obtaining birth certificates for their children | 0.8663
,,,,,,"29388 | To address the issue of children not having birth certificates, which was a barrier to their school enrollment, by facilitating the creation of these documents and thus enabling their education. | 0.8233"
,,,,,,"30828 | To improve access to birth certificates for children in Musepur, Bihta, Patna, Bihar, thereby enhancing their educational and social opportunities | 0.7603"
,,,,,,29546 | To provide proper food facilities for school students | 0.5211
,Girl Empowerment through Education and Autonomy,"This theme centers on the transformative power of education in fostering the empowerment and self-sufficiency of girls. It encompasses initiatives aimed at ensuring access to comprehensive schooling, enabling girls to achieve independence, and mitigating societal barriers such as the disproportionate burden of household chores that can impede their educational progress and future autonomy.","girl education,empowerment,self-sufficiency,autonomy,gender equality,access to education,household chores",Draft,31,28549 | To empower girls through education and make them self-sufficient | 0.987
,,,,,,28554 | To empower girls through education and make them self-sufficient | 0.987
,,,,,,4452 | To educate girls and make them self-sufficient | 0.9463
,,,,,,4057 | To empower girls through education and reduce the burden of household chores | 0.8755
,,,,,,41658 | To educate girls and make them self-sufficient | 0.9463
,,,,,,40800 | To ensure girls receive a full education and become self-sufficient | 0.8541
,,,,,,8827 | To ensure all girls in the community have access to education and reduce the burden of household chores | 0.8134
,,,,,,40990 | To empower girls through education and make them self-sufficient | 0.987
,,,,,,40536 | To promote girl education and empower them to become self-dependent | 0.8913
,,,,,,40537 | To empower girls through education and make them self-sufficient | 0.987
,,,,,,5275 | To empower girls through education and make them self-sufficient | 0.987
,,,,,,16422 | To empower girls through education and make them self-sufficient | 0.987
,,,,,,5945 | To empower girls through education and make them self-sufficient | 0.987
,,,,,,15033 | To educate girls and make them self-sufficient | 0.9463
,,,,,,5776 | To ensure that girls are not deprived of education due to household chores | 0.7923
,,,,,,16482 | To empower girls through education and make them self-sufficient | 0.987
,,,,,,15283 | To empower women through education and make them self-sufficient | 0.905
,,,,,,"15947 | To help a teenage girl balance her school life with household chores, ensuring she attends school regularly and completes her education. | 0.7213"
,,,,,,16343 | To empower girls through education and make them self-sufficient | 0.987
,,,,,,13458 | To educate girls and make them self-sufficient | 0.9463
,,,,,,3970 | To empower girls through education and make them self-sufficient | 0.987
,,,,,,3989 | To empower girls through education and make them self-sufficient | 0.987
,,,,,,4022 | To support teenage girls in pursuing their education and overcoming household chores | 0.8253
,,,,,,16272 | To empower girls through education and make them self-sufficient | 0.987
,,,,,,20807 | To empower girls through education and reduce household chores | 0.891
,,,,,,29224 | To educate girls and make them self-sufficient | 0.9463
,,,,,,22394 | To empower girls through education and make them self-sufficient | 0.987
,,,,,,28464 | To empower girls through education and make them self-sufficient | 0.987
,,,,,,28481 | To empower girls through education and make them self-sufficient | 0.987
,,,,,,29409 | To empower girls through education and make them self-sufficient | 0.987
,,,,,,"40442 | To ensure every child, especially girls, receives an education and becomes self-sufficient through education chaupals | 0.8228"
,Establishing Dedicated Children's Reading Spaces,"This theme focuses on the intentional creation and establishment of specific physical areas within homes designated for children's reading activities. It encompasses strategies and initiatives aimed at making these spaces accessible and functional, particularly in environments with spatial constraints, to foster a culture of reading among young individuals.","children's reading spaces,home literacy environments,dedicated reading areas,early childhood literacy,family reading initiatives",Draft,28,15506 | To create a dedicated reading space for children in small households | 0.9205
,,,,,,13191 | To create a designated reading space for children in every home | 0.9958
,,,,,,13171 | To create a designated reading space for children | 0.9313
